0:  bodyHeight（r）=10,fuzeflat=0,headflat=2,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=5----(计算line)
750:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
751:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
752:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
753:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
754:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
755:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
756:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
757:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
758:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
759:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
760:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
761:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
762:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=5----(计算line)
763:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=7----(计算line)
764:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=9----(计算line)
765:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=5----(计算line)
766:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=7----(计算line)
767:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=9----(计算line)
768:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=5----(计算line)
769:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=7----(计算line)
770:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=9----(计算line)
771:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=5----(计算line)
772:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=7----(计算line)
773:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=9----(计算line)
774:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
775:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
776:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
777:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
778:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
779:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
780:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
781:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
782:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
783:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
784:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
785:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
786:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
787:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
788:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
789:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
790:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
791:  bodyHeight（r）=10,fuzeflat=6,headflat=6,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
792:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=5----(计算line)
793:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=7----(计算line)
794:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=9----(计算line)
795:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=5----(计算line)
796:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=7----(计算line)
797:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=9----(计算line)
798:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=5----(计算line)
799:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=7----(计算line)
800:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=9----(计算line)
801:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=5----(计算line)
802:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=7----(计算line)
803:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=9----(计算line)
804:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=5----(计算line)
805:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=7----(计算line)
806:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=9----(计算line)
807:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=5----(计算line)
808:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=7----(计算line)
809:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=9----(计算line)
810:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
811:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
812:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
813:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
814:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
815:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
816:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
817:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
818:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
819:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
820:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
821:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
822:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
823:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
824:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
825:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
826:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
827:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
828:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=5----(计算line)
829:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=7----(计算line)
830:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=9----(计算line)
831:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=5----(计算line)
832:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=7----(计算line)
833:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=9----(计算line)
834:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=5----(计算line)
835:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=7----(计算line)
836:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=9----(计算line)
837:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=5----(计算line)
838:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=7----(计算line)
839:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=9----(计算line)
840:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
841:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
842:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
843:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
844:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
845:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
846:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
847:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
848:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
849:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
850:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
851:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
852:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
853:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
854:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
855:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
856:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
857:  bodyHeight（r）=10,fuzeflat=6,headflat=8,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
858:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=5----(计算line)
859:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=7----(计算line)
860:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=4, bodylength=48, rearlength=4, rearheigth=9----(计算line)
861:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=5----(计算line)
862:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=7----(计算line)
863:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=4, bodylength=44, rearlength=8, rearheigth=9----(计算line)
864:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=5----(计算line)
865:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=7----(计算line)
866:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=8, bodylength=44, rearlength=4, rearheigth=9----(计算line)
867:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=5----(计算line)
868:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=7----(计算line)
869:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=8, bodylength=40, rearlength=8, rearheigth=9----(计算line)
870:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=5----(计算line)
871:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=7----(计算line)
872:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=12, bodylength=40, rearlength=4, rearheigth=9----(计算line)
873:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=5----(计算line)
874:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=7----(计算line)
875:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=12, bodylength=36, rearlength=8, rearheigth=9----(计算line)
876:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
877:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
878:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=16, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
879:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
880:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
881:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=16, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
882:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
883:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
884:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=20, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
885:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
886:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
887:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=20, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
888:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
889:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
890:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=24, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
891:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
892:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
893:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=4, headlength=24, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
894:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=5----(计算line)
895:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=7----(计算line)
896:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=4, bodylength=44, rearlength=4, rearheigth=9----(计算line)
897:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=5----(计算line)
898:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=7----(计算line)
899:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=4, bodylength=40, rearlength=8, rearheigth=9----(计算line)
900:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=5----(计算line)
901:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=7----(计算line)
902:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=8, bodylength=40, rearlength=4, rearheigth=9----(计算line)
903:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=5----(计算line)
904:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=7----(计算line)
905:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=8, bodylength=36, rearlength=8, rearheigth=9----(计算line)
906:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=5----(计算Radius和line)
907:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=7----(计算Radius和line)
908:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=12, bodylength=36, rearlength=4, rearheigth=9----(计算Radius和line)
909:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=5----(计算Radius和line)
910:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=7----(计算Radius和line)
911:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=12, bodylength=32, rearlength=8, rearheigth=9----(计算Radius和line)
912:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=5----(计算Radius和line)
913:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=7----(计算Radius和line)
914:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=16, bodylength=32, rearlength=4, rearheigth=9----(计算Radius和line)
915:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=5----(计算Radius和line)
916:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=7----(计算Radius和line)
917:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=16, bodylength=28, rearlength=8, rearheigth=9----(计算Radius和line)
918:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=5----(计算Radius和line)
919:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=7----(计算Radius和line)
920:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=20, bodylength=28, rearlength=4, rearheigth=9----(计算Radius和line)
921:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=5----(计算Radius和line)
922:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=7----(计算Radius和line)
923:  bodyHeight（r）=10,fuzeflat=8,headflat=8,fuzelength=8, headlength=20, bodylength=24, rearlength=8, rearheigth=9----(计算Radius和line)
